,gid,plaid,posid,teamid,teamname,period,newpos,newposname
3660,3660,5470,14,785,Croatia,425,2,Mid
3661,3661,6356,14,776,Denmark,426,2,Mid
3662,3662,3043,24,776,Denmark,426,3,Fw
3663,3663,5516,20,776,Denmark,426,2,Mid
3664,3664,5522,22,776,Denmark,426,3,Fw
3665,3665,4763,1,776,Denmark,426,1,Def
3666,3666,5520,12,776,Denmark,426,2,Mid
3667,3667,5536,16,776,Denmark,426,2,Mid
3668,3668,5534,2,776,Denmark,426,1,Def
3669,3669,3027,4,776,Denmark,426,1,Def
3670,3670,3027,4,776,Denmark,427,1,Def
3671,3671,3043,24,776,Denmark,427,3,Fw
3672,3672,5536,16,776,Denmark,427,2,Mid
3673,3673,5520,12,776,Denmark,427,2,Mid
3674,3674,6356,14,776,Denmark,427,2,Mid
3675,3675,5516,20,776,Denmark,427,2,Mid
3676,3676,5522,22,776,Denmark,427,3,Fw
3677,3677,4763,1,776,Denmark,427,1,Def
3678,3678,3043,24,776,Denmark,428,3,Fw
3679,3679,5522,22,776,Denmark,428,3,Fw
3680,3680,4763,1,776,Denmark,428,1,Def
3681,3681,3815,0,776,Denmark,428,0,GK
3682,3682,5534,2,776,Denmark,428,1,Def
3683,3683,5536,16,776,Denmark,428,2,Mid
3684,3684,6355,5,776,Denmark,428,1,Def
3685,3685,5516,20,776,Denmark,428,2,Mid
3686,3686,3471,2,785,Croatia,429,1,Def
3687,3687,5468,4,785,Croatia,429,1,Def
3688,3688,6308,5,785,Croatia,429,1,Def
3689,3689,5460,23,785,Croatia,429,3,Fw
3690,3690,6305,15,785,Croatia,429,2,Mid
3691,3691,5463,10,785,Croatia,429,1,Def
3692,3692,5461,1,785,Croatia,429,1,Def
3693,3693,5456,11,785,Croatia,429,2,Mid
3694,3694,5470,8,785,Croatia,429,1,Def
3695,3695,5468,4,785,Croatia,430,1,Def
3696,3696,5470,8,785,Croatia,430,1,Def
3697,3697,3471,2,785,Croatia,430,1,Def
3698,3698,5456,11,785,Croatia,430,2,Mid
3699,3699,5461,1,785,Croatia,430,1,Def
3700,3700,5463,10,785,Croatia,430,1,Def
3701,3701,6308,5,785,Croatia,430,1,Def
3702,3702,6305,15,785,Croatia,430,2,Mid
3703,3703,5460,23,785,Croatia,430,3,Fw
3704,3704,5454,0,775,Nigeria,431,0,GK
3705,3705,5462,15,775,Nigeria,431,2,Mid
3706,3706,5830,4,775,Nigeria,431,1,Def
3707,3707,5455,3,775,Nigeria,431,1,Def
3708,3708,5467,2,775,Nigeria,431,1,Def
3709,3709,5475,13,775,Nigeria,431,2,Mid
3710,3710,5466,14,775,Nigeria,431,2,Mid
3711,3711,5473,21,775,Nigeria,431,3,Fw
3712,3712,3708,23,775,Nigeria,431,3,Fw
3713,3713,3963,11,775,Nigeria,431,2,Mid
3714,3714,3963,11,775,Nigeria,432,2,Mid
3715,3715,3338,12,775,Nigeria,432,2,Mid
3716,3716,5467,2,775,Nigeria,432,1,Def
3717,3717,5473,21,775,Nigeria,432,3,Fw
3718,3718,3708,23,775,Nigeria,432,3,Fw
3719,3719,5830,4,775,Nigeria,432,1,Def
3720,3720,5462,15,775,Nigeria,432,2,Mid
3721,3721,5475,13,775,Nigeria,432,2,Mid
3722,3722,5475,13,775,Nigeria,433,2,Mid
3723,3723,5467,2,775,Nigeria,433,1,Def
3724,3724,5454,0,775,Nigeria,433,0,GK
3725,3725,5830,4,775,Nigeria,433,1,Def
3726,3726,5462,15,775,Nigeria,433,2,Mid
3727,3727,5466,14,775,Nigeria,433,2,Mid
3728,3728,3963,11,775,Nigeria,433,2,Mid
3729,3729,5455,3,775,Nigeria,433,1,Def
3730,3730,3338,12,775,Nigeria,433,2,Mid
3731,3731,3708,23,775,Nigeria,433,3,Fw
3732,3732,3338,12,775,Nigeria,434,2,Mid
3733,3733,5475,13,775,Nigeria,434,2,Mid
3734,3734,5466,14,775,Nigeria,434,2,Mid
3735,3735,5462,15,775,Nigeria,434,2,Mid
3736,3736,5830,4,775,Nigeria,434,1,Def
3737,3737,5467,2,775,Nigeria,434,1,Def
3738,3738,3963,11,775,Nigeria,434,2,Mid
3739,3739,3708,23,775,Nigeria,434,3,Fw
3740,3740,5473,21,775,Nigeria,434,3,Fw
3741,3741,3963,11,775,Nigeria,435,2,Mid
3742,3742,3708,23,775,Nigeria,435,3,Fw
3743,3743,5466,14,775,Nigeria,435,2,Mid
3744,3744,5462,15,775,Nigeria,435,2,Mid
3745,3745,5473,21,775,Nigeria,435,3,Fw
3746,3746,3338,12,775,Nigeria,435,2,Mid
3747,3747,5467,2,775,Nigeria,435,1,Def
3748,3748,5455,3,775,Nigeria,436,1,Def
3749,3749,5454,0,775,Nigeria,436,0,GK
3750,3750,5830,4,775,Nigeria,436,1,Def
3751,3751,5475,13,775,Nigeria,436,2,Mid
3752,3752,5466,14,775,Nigeria,436,2,Mid
3753,3753,5473,21,775,Nigeria,436,3,Fw
3754,3754,3338,12,775,Nigeria,436,2,Mid
3755,3755,5467,2,775,Nigeria,436,1,Def
3756,3756,3963,11,775,Nigeria,436,2,Mid
3757,3757,5830,4,775,Nigeria,437,1,Def
3758,3758,3338,12,775,Nigeria,437,2,Mid
3759,3759,5462,15,775,Nigeria,437,2,Mid
3760,3760,5466,14,775,Nigeria,437,2,Mid
3761,3761,5475,13,775,Nigeria,437,2,Mid
3762,3762,5467,2,775,Nigeria,437,1,Def
3763,3763,3963,11,775,Nigeria,437,2,Mid
3764,3764,5455,3,775,Nigeria,437,1,Def
3765,3765,5473,21,775,Nigeria,437,3,Fw
3766,3766,3338,12,775,Nigeria,438,2,Mid
3767,3767,5473,21,775,Nigeria,438,3,Fw
3768,3768,3708,23,775,Nigeria,438,3,Fw
3769,3769,5475,13,775,Nigeria,438,2,Mid
3770,3770,5467,2,775,Nigeria,438,1,Def
3771,3771,5455,3,775,Nigeria,438,1,Def
3772,3772,5830,4,775,Nigeria,438,1,Def
3773,3773,5462,15,775,Nigeria,438,2,Mid
3774,3774,5466,14,775,Nigeria,438,2,Mid
3775,3775,3963,11,775,Nigeria,438,2,Mid
3776,3776,5467,2,775,Nigeria,439,1,Def
3777,3777,5475,13,775,Nigeria,439,2,Mid
3778,3778,5466,14,775,Nigeria,439,2,Mid
3779,3779,3963,11,775,Nigeria,439,2,Mid
3780,3780,3338,12,775,Nigeria,439,2,Mid
3781,3781,5830,4,775,Nigeria,439,1,Def
3782,3782,5832,15,775,Nigeria,439,2,Mid
3783,3783,5455,3,775,Nigeria,439,1,Def
3784,3784,5501,5,793,Iceland,440,1,Def
3785,3785,5829,23,793,Iceland,440,3,Fw
3786,3786,5514,21,793,Iceland,440,3,Fw
3787,3787,5509,15,793,Iceland,440,2,Mid
3788,3788,5505,2,793,Iceland,440,1,Def
3789,3789,5508,1,793,Iceland,440,1,Def
3790,3790,5495,11,793,Iceland,440,2,Mid
3791,3791,3944,10,793,Iceland,440,1,Def
3792,3792,5466,14,775,Nigeria,441,2,Mid
3793,3793,5467,2,775,Nigeria,441,1,Def
3794,3794,3963,11,775,Nigeria,441,2,Mid
3795,3795,3708,23,775,Nigeria,441,3,Fw
3796,3796,5455,3,775,Nigeria,441,1,Def
3797,3797,5832,15,775,Nigeria,441,2,Mid
3798,3798,3338,12,775,Nigeria,441,2,Mid
3799,3799,5475,13,775,Nigeria,441,2,Mid
3800,3800,5830,4,775,Nigeria,441,1,Def
3801,3801,5829,23,793,Iceland,442,3,Fw
3802,3802,5501,5,793,Iceland,442,1,Def
3803,3803,5515,8,793,Iceland,442,1,Def
3804,3804,5508,1,793,Iceland,442,1,Def
3805,3805,5514,21,793,Iceland,442,3,Fw
3806,3806,5509,15,793,Iceland,442,2,Mid
3807,3807,3944,10,793,Iceland,442,1,Def
3808,3808,5505,2,793,Iceland,442,1,Def
3809,3809,5495,11,793,Iceland,442,2,Mid
3810,3810,5467,2,775,Nigeria,443,1,Def
3811,3811,5832,15,775,Nigeria,443,2,Mid
3812,3812,3338,12,775,Nigeria,443,2,Mid
3813,3813,5475,13,775,Nigeria,443,2,Mid
3814,3814,5466,14,775,Nigeria,443,2,Mid
3815,3815,5455,3,775,Nigeria,443,1,Def
3816,3816,3708,23,775,Nigeria,443,3,Fw
3817,3817,3963,11,775,Nigeria,443,2,Mid
3818,3818,5473,21,775,Nigeria,443,3,Fw
3819,3819,3963,11,775,Nigeria,444,2,Mid
3820,3820,5467,2,775,Nigeria,444,1,Def
3821,3821,3338,12,775,Nigeria,444,2,Mid
3822,3822,5475,13,775,Nigeria,444,2,Mid
3823,3823,5832,15,775,Nigeria,444,2,Mid
3824,3824,5473,21,775,Nigeria,444,3,Fw
3825,3825,5455,3,775,Nigeria,444,1,Def
3826,3826,3708,23,775,Nigeria,444,3,Fw
3827,3827,5455,3,775,Nigeria,445,1,Def
3828,3828,5475,13,775,Nigeria,445,2,Mid
3829,3829,5467,2,775,Nigeria,445,1,Def
3830,3830,3338,12,775,Nigeria,445,2,Mid
3831,3831,5466,14,775,Nigeria,445,2,Mid
3832,3832,5832,15,775,Nigeria,445,2,Mid
3833,3833,3708,23,775,Nigeria,445,3,Fw
3834,3834,5498,0,793,Iceland,446,0,GK
3835,3835,5495,11,793,Iceland,446,2,Mid
3836,3836,5508,1,793,Iceland,446,1,Def
3837,3837,5500,23,793,Iceland,446,3,Fw
3838,3838,5501,5,793,Iceland,446,1,Def
3839,3839,5509,15,793,Iceland,446,2,Mid
3840,3840,5515,8,793,Iceland,446,1,Def
3841,3841,5505,2,793,Iceland,446,1,Def
3842,3842,5831,4,793,Iceland,446,1,Def
3843,3843,5466,14,775,Nigeria,447,2,Mid
3844,3844,5832,15,775,Nigeria,447,2,Mid
3845,3845,3338,12,775,Nigeria,447,2,Mid
3846,3846,3708,23,775,Nigeria,447,3,Fw
3847,3847,3963,11,775,Nigeria,447,2,Mid
3848,3848,5475,13,775,Nigeria,447,2,Mid
3849,3849,5467,2,775,Nigeria,447,1,Def
3850,3850,5473,21,775,Nigeria,447,3,Fw
3851,3851,3338,12,775,Nigeria,448,2,Mid
3852,3852,5832,15,775,Nigeria,448,2,Mid
3853,3853,5466,14,775,Nigeria,448,2,Mid
3854,3854,5473,21,775,Nigeria,448,3,Fw
3855,3855,5467,2,775,Nigeria,448,1,Def
3856,3856,5455,3,775,Nigeria,448,1,Def
3857,3857,5475,13,775,Nigeria,448,2,Mid
3858,3858,5830,4,775,Nigeria,448,1,Def
3859,3859,5498,0,793,Iceland,449,0,GK
3860,3860,5515,8,793,Iceland,449,1,Def
3861,3861,5508,1,793,Iceland,449,1,Def
3862,3862,5495,11,793,Iceland,449,2,Mid
3863,3863,5500,23,793,Iceland,449,3,Fw
3864,3864,5509,15,793,Iceland,449,2,Mid
3865,3865,5514,21,793,Iceland,449,3,Fw
3866,3866,5502,8,793,Iceland,449,1,Def
3867,3867,5505,2,793,Iceland,449,1,Def
3868,3868,3944,10,793,Iceland,450,1,Def
3869,3869,5500,23,793,Iceland,450,3,Fw
3870,3870,5502,8,793,Iceland,450,1,Def
3871,3871,5505,2,793,Iceland,450,1,Def
3872,3872,5509,15,793,Iceland,450,2,Mid
3873,3873,5514,21,793,Iceland,450,3,Fw
3874,3874,5498,0,793,Iceland,450,0,GK
3875,3875,5831,4,793,Iceland,450,1,Def
3876,3876,5455,3,775,Nigeria,451,1,Def
3877,3877,5458,21,775,Nigeria,451,3,Fw
3878,3878,3963,11,775,Nigeria,451,2,Mid
3879,3879,5467,2,775,Nigeria,451,1,Def
3880,3880,3338,13,775,Nigeria,451,2,Mid
3881,3881,3647,18,775,Nigeria,451,2,Mid
3882,3882,5473,23,775,Nigeria,451,3,Fw
3883,3883,5832,15,775,Nigeria,451,2,Mid
3884,3884,5830,5,775,Nigeria,451,1,Def
3885,3885,5831,4,793,Iceland,452,1,Def
3886,3886,5500,23,793,Iceland,452,3,Fw
3887,3887,5495,11,793,Iceland,452,2,Mid
3888,3888,3944,10,793,Iceland,452,1,Def
3889,3889,5502,15,793,Iceland,452,2,Mid
3890,3890,5509,8,793,Iceland,452,1,Def
3891,3891,5508,1,793,Iceland,452,1,Def
3892,3892,5514,21,793,Iceland,452,3,Fw
3893,3893,5498,0,793,Iceland,452,0,GK
3894,3894,5505,2,793,Iceland,452,1,Def
3895,3895,5465,20,785,Croatia,453,2,Mid
3896,3896,5463,12,785,Croatia,453,2,Mid
3897,3897,5470,14,785,Croatia,453,2,Mid
3898,3898,5457,5,785,Croatia,453,1,Def
3899,3899,3471,2,785,Croatia,453,1,Def
3900,3900,5468,4,785,Croatia,453,1,Def
3901,3901,5461,1,785,Croatia,453,1,Def
3902,3902,5460,18,785,Croatia,453,2,Mid
3903,3903,5472,22,785,Croatia,453,3,Fw
3904,3904,5465,20,785,Croatia,454,2,Mid
3905,3905,5457,5,785,Croatia,454,1,Def
3906,3906,5460,18,785,Croatia,454,2,Mid
3907,3907,5472,22,785,Croatia,454,3,Fw
3908,3908,5470,14,785,Croatia,454,2,Mid
3909,3909,3471,2,785,Croatia,454,1,Def
3910,3910,3444,0,785,Croatia,454,0,GK
3911,3911,5468,4,785,Croatia,454,1,Def
3912,3912,3444,0,785,Croatia,455,0,GK
3913,3913,3471,2,785,Croatia,455,1,Def
3914,3914,5463,12,785,Croatia,455,2,Mid
3915,3915,5461,1,785,Croatia,455,1,Def
3916,3916,5465,20,785,Croatia,455,2,Mid
3917,3917,5474,16,785,Croatia,455,2,Mid
3918,3918,5470,14,785,Croatia,455,2,Mid
3919,3919,5466,14,775,Nigeria,456,2,Mid
3920,3920,5458,22,775,Nigeria,456,3,Fw
3921,3921,5475,18,775,Nigeria,456,2,Mid
3922,3922,3963,16,775,Nigeria,456,2,Mid
3923,3923,5471,1,775,Nigeria,456,1,Def
3924,3924,3338,12,775,Nigeria,456,2,Mid
3925,3925,5455,2,775,Nigeria,456,1,Def
3926,3926,3647,10,775,Nigeria,456,1,Def
3927,3927,5467,4,775,Nigeria,456,1,Def
3928,3928,5462,5,775,Nigeria,456,1,Def
3929,3929,5457,5,785,Croatia,457,1,Def
3930,3930,5463,12,785,Croatia,457,2,Mid
3931,3931,5465,20,785,Croatia,457,2,Mid
3932,3932,5460,18,785,Croatia,457,2,Mid
3933,3933,5474,16,785,Croatia,457,2,Mid
3934,3934,3471,2,785,Croatia,457,1,Def
3935,3935,5470,14,785,Croatia,457,2,Mid
3936,3936,5468,4,785,Croatia,457,1,Def
3937,3937,5461,1,785,Croatia,457,1,Def
3938,3938,5468,4,785,Croatia,458,1,Def
3939,3939,5470,14,785,Croatia,458,2,Mid
3940,3940,3444,0,785,Croatia,458,0,GK
3941,3941,3471,2,785,Croatia,458,1,Def
3942,3942,5457,5,785,Croatia,458,1,Def
3943,3943,5465,20,785,Croatia,458,2,Mid
3944,3944,5460,18,785,Croatia,458,2,Mid
3945,3945,5472,22,785,Croatia,458,3,Fw
3946,3946,5463,12,785,Croatia,458,2,Mid
3947,3947,5461,1,785,Croatia,458,1,Def
3948,3948,5468,4,785,Croatia,459,1,Def
3949,3949,5470,14,785,Croatia,459,2,Mid
3950,3950,3471,2,785,Croatia,459,1,Def
3951,3951,3444,0,785,Croatia,459,0,GK
3952,3952,5474,16,785,Croatia,459,2,Mid
3953,3953,5461,1,785,Croatia,459,1,Def
3954,3954,5463,12,785,Croatia,459,2,Mid
3955,3955,5457,5,785,Croatia,459,1,Def
3956,3956,5472,22,785,Croatia,459,3,Fw
3957,3957,5457,5,785,Croatia,460,1,Def
3958,3958,5470,14,785,Croatia,460,2,Mid
3959,3959,5474,16,785,Croatia,460,2,Mid
3960,3960,3471,2,785,Croatia,460,1,Def
3961,3961,5461,1,785,Croatia,460,1,Def
3962,3962,3444,0,785,Croatia,460,0,GK
3963,3963,5460,18,785,Croatia,460,2,Mid
3964,3964,5472,22,785,Croatia,460,3,Fw
3965,3965,5468,4,785,Croatia,460,1,Def
3966,3966,5463,12,785,Croatia,460,2,Mid
3967,3967,5465,20,785,Croatia,460,2,Mid
3968,3968,5475,18,775,Nigeria,461,2,Mid
3969,3969,5466,14,775,Nigeria,461,2,Mid
3970,3970,5471,1,775,Nigeria,461,1,Def
3971,3971,5455,2,775,Nigeria,461,1,Def
3972,3972,5467,4,775,Nigeria,461,1,Def
3973,3973,3338,12,775,Nigeria,461,2,Mid
3974,3974,5458,22,775,Nigeria,461,3,Fw
3975,3975,5454,0,775,Nigeria,461,0,GK
3976,3976,3963,16,775,Nigeria,461,2,Mid
3977,3977,5462,5,775,Nigeria,461,1,Def
3978,3978,3647,10,775,Nigeria,461,1,Def
3979,3979,5455,2,775,Nigeria,462,1,Def
3980,3980,5466,14,775,Nigeria,462,2,Mid
3981,3981,3338,12,775,Nigeria,462,2,Mid
3982,3982,5471,1,775,Nigeria,462,1,Def
3983,3983,3963,16,775,Nigeria,462,2,Mid
3984,3984,5475,18,775,Nigeria,462,2,Mid
3985,3985,3647,10,775,Nigeria,462,1,Def
3986,3986,5461,1,785,Croatia,463,1,Def
3987,3987,5460,18,785,Croatia,463,2,Mid
3988,3988,5465,20,785,Croatia,463,2,Mid
3989,3989,5470,14,785,Croatia,463,2,Mid
3990,3990,3444,0,785,Croatia,463,0,GK
3991,3991,5463,12,785,Croatia,463,2,Mid
3992,3992,3471,2,785,Croatia,463,1,Def
3993,3993,5468,4,785,Croatia,463,1,Def
3994,3994,5474,16,785,Croatia,463,2,Mid
3995,3995,3444,0,785,Croatia,464,0,GK
3996,3996,5465,20,785,Croatia,464,2,Mid
3997,3997,5461,1,785,Croatia,464,1,Def
3998,3998,5474,16,785,Croatia,464,2,Mid
3999,3999,5469,18,785,Croatia,464,2,Mid
4000,4000,5470,14,785,Croatia,464,2,Mid
4001,4001,3471,2,785,Croatia,464,1,Def
4002,4002,5457,5,785,Croatia,464,1,Def
4003,4003,5468,4,785,Croatia,464,1,Def
4004,4004,5463,18,785,Croatia,464,2,Mid
4005,4005,5472,22,785,Croatia,464,3,Fw
4006,4006,5472,22,785,Croatia,465,3,Fw
4007,4007,5474,20,785,Croatia,465,2,Mid
4008,4008,5463,18,785,Croatia,465,2,Mid
4009,4009,5461,1,785,Croatia,465,1,Def
4010,4010,5465,16,785,Croatia,465,2,Mid
4011,4011,5470,12,785,Croatia,465,2,Mid
4012,4012,5457,5,785,Croatia,465,1,Def
4013,4013,5475,18,775,Nigeria,466,2,Mid
4014,4014,5466,14,775,Nigeria,466,2,Mid
4015,4015,3338,12,775,Nigeria,466,2,Mid
4016,4016,3963,16,775,Nigeria,466,2,Mid
4017,4017,5455,2,775,Nigeria,466,1,Def
4018,4018,5467,4,775,Nigeria,466,1,Def
4019,4019,5471,1,775,Nigeria,466,1,Def
4020,4020,5463,18,785,Croatia,467,2,Mid
4021,4021,3471,4,785,Croatia,467,1,Def
4022,4022,5470,12,785,Croatia,467,2,Mid
4023,4023,5469,14,785,Croatia,467,2,Mid
4024,4024,5468,2,785,Croatia,467,1,Def
4025,4025,5465,16,785,Croatia,467,2,Mid
4026,4026,5472,22,785,Croatia,467,3,Fw
4027,4027,5474,20,785,Croatia,467,2,Mid
4028,4028,5472,22,785,Croatia,468,3,Fw
4029,4029,5463,18,785,Croatia,468,2,Mid
4030,4030,5469,14,785,Croatia,468,2,Mid
4031,4031,5474,20,785,Croatia,468,2,Mid
4032,4032,5461,1,785,Croatia,468,1,Def
4033,4033,5465,16,785,Croatia,468,2,Mid
4034,4034,5470,12,785,Croatia,468,2,Mid
4035,4035,5468,2,785,Croatia,468,1,Def
4036,4036,5457,5,785,Croatia,468,1,Def
4037,4037,3444,0,785,Croatia,468,0,GK
4038,4038,3471,4,785,Croatia,469,1,Def
4039,4039,5463,18,785,Croatia,469,2,Mid
4040,4040,5461,1,785,Croatia,469,1,Def
4041,4041,5470,12,785,Croatia,469,2,Mid
4042,4042,5457,5,785,Croatia,469,1,Def
4043,4043,5472,22,785,Croatia,469,3,Fw
4044,4044,5469,14,785,Croatia,469,2,Mid
4045,4045,5474,20,785,Croatia,469,2,Mid
4046,4046,5465,16,785,Croatia,469,2,Mid
4047,4047,3338,12,775,Nigeria,470,2,Mid
4048,4048,5471,1,775,Nigeria,470,1,Def
4049,4049,5455,2,775,Nigeria,470,1,Def
4050,4050,5466,14,775,Nigeria,470,2,Mid
4051,4051,5462,5,775,Nigeria,470,1,Def
4052,4052,3963,16,775,Nigeria,470,2,Mid
4053,4053,3708,22,775,Nigeria,470,3,Fw
4054,4054,5467,4,775,Nigeria,470,1,Def
4055,4055,5473,10,775,Nigeria,470,1,Def
4056,4056,5475,18,775,Nigeria,470,2,Mid
4057,4057,3471,2,785,Croatia,471,1,Def
4058,4058,5469,10,785,Croatia,471,1,Def
4059,4059,5461,1,785,Croatia,471,1,Def
4060,4060,3444,0,785,Croatia,471,0,GK
4061,4061,5474,20,785,Croatia,471,2,Mid
4062,4062,5463,18,785,Croatia,471,2,Mid
4063,4063,5470,8,785,Croatia,471,1,Def
4064,4064,5457,5,785,Croatia,471,1,Def
4065,4065,5472,22,785,Croatia,471,3,Fw
4066,4066,5459,22,785,Croatia,471,3,Fw
4067,4067,5456,16,785,Croatia,471,2,Mid
4068,4068,5463,18,785,Croatia,472,2,Mid
4069,4069,5474,20,785,Croatia,472,2,Mid
4070,4070,5459,22,785,Croatia,472,3,Fw
4071,4071,5457,5,785,Croatia,472,1,Def
4072,4072,5468,4,785,Croatia,472,1,Def
4073,4073,5470,8,785,Croatia,472,1,Def
4074,4074,5461,1,785,Croatia,472,1,Def
4075,4075,5459,22,785,Croatia,473,3,Fw
4076,4076,5456,16,785,Croatia,473,2,Mid
4077,4077,5463,18,785,Croatia,473,2,Mid
4078,4078,5470,8,785,Croatia,473,1,Def
4079,4079,5474,20,785,Croatia,473,2,Mid
4080,4080,5457,5,785,Croatia,473,1,Def
4081,4081,5461,1,785,Croatia,473,1,Def
4082,4082,5469,10,785,Croatia,473,1,Def
4083,4083,5468,4,785,Croatia,473,1,Def
4084,4084,3471,2,785,Croatia,473,1,Def
4085,4085,5838,1,781,Brazil,474,1,Def
4086,4086,3295,2,781,Brazil,474,1,Def
4087,4087,5551,4,781,Brazil,474,1,Def
4088,4088,5552,5,781,Brazil,474,1,Def
4089,4089,4320,20,781,Brazil,474,2,Mid
4090,4090,5539,9,781,Brazil,474,1,Def
4091,4091,3472,16,781,Brazil,474,2,Mid
4092,4092,3501,14,781,Brazil,474,2,Mid
4093,4093,3202,22,781,Brazil,474,3,Fw
4094,4094,5838,1,781,Brazil,475,1,Def
4095,4095,3472,16,781,Brazil,475,2,Mid
4096,4096,5542,12,781,Brazil,475,2,Mid
4097,4097,3501,14,781,Brazil,475,2,Mid
4098,4098,4320,20,781,Brazil,475,2,Mid
4099,4099,5552,5,781,Brazil,475,1,Def
4100,4100,5539,9,781,Brazil,475,1,Def
4101,4101,5551,4,781,Brazil,476,1,Def
4102,4102,5547,0,781,Brazil,476,0,GK
4103,4103,3295,2,781,Brazil,476,1,Def
4104,4104,5542,12,781,Brazil,476,2,Mid
4105,4105,5838,1,781,Brazil,476,1,Def
4106,4106,5552,5,781,Brazil,476,1,Def
4107,4107,5539,9,781,Brazil,476,1,Def
4108,4108,4320,20,781,Brazil,476,2,Mid
4109,4109,5598,4,795,Costa Rica,477,1,Def
4110,4110,5592,20,795,Costa Rica,477,2,Mid
4111,4111,5602,6,795,Costa Rica,477,1,Def
4112,4112,5595,16,795,Costa Rica,477,2,Mid
4113,4113,5582,12,795,Costa Rica,477,2,Mid
4114,4114,5590,2,795,Costa Rica,477,1,Def
4115,4115,5599,14,795,Costa Rica,477,2,Mid
4116,4116,5836,7,795,Costa Rica,477,1,Def
4117,4117,5586,22,795,Costa Rica,477,3,Fw
4118,4118,5838,1,781,Brazil,478,1,Def
4119,4119,3295,2,781,Brazil,478,1,Def
4120,4120,5551,4,781,Brazil,478,1,Def
4121,4121,3501,14,781,Brazil,478,2,Mid
4122,4122,5552,5,781,Brazil,478,1,Def
4123,4123,3472,16,781,Brazil,478,2,Mid
4124,4124,5542,12,781,Brazil,478,2,Mid
4125,4125,5539,9,781,Brazil,478,1,Def
4126,4126,4320,20,781,Brazil,478,2,Mid
4127,4127,5552,5,781,Brazil,479,1,Def
4128,4128,5551,4,781,Brazil,479,1,Def
4129,4129,3295,2,781,Brazil,479,1,Def
4130,4130,5539,9,781,Brazil,479,1,Def
4131,4131,5547,0,781,Brazil,479,0,GK
4132,4132,3501,14,781,Brazil,479,2,Mid
4133,4133,5542,12,781,Brazil,479,2,Mid
4134,4134,3472,16,781,Brazil,479,2,Mid
4135,4135,4320,20,781,Brazil,479,2,Mid
4136,4136,5836,7,795,Costa Rica,480,1,Def
4137,4137,5592,20,795,Costa Rica,480,2,Mid
4138,4138,5599,14,795,Costa Rica,480,2,Mid
4139,4139,5582,12,795,Costa Rica,480,2,Mid
4140,4140,5590,2,795,Costa Rica,480,1,Def
4141,4141,5602,6,795,Costa Rica,480,1,Def
4142,4142,5586,22,795,Costa Rica,480,3,Fw
4143,4143,3295,2,781,Brazil,481,1,Def
4144,4144,5542,12,781,Brazil,481,2,Mid
4145,4145,5552,5,781,Brazil,481,1,Def
4146,4146,5551,4,781,Brazil,481,1,Def
4147,4147,3501,14,781,Brazil,481,2,Mid
4148,4148,5838,1,781,Brazil,481,1,Def
4149,4149,4320,20,781,Brazil,481,2,Mid
4150,4150,3472,16,781,Brazil,481,2,Mid
4151,4151,5547,0,781,Brazil,481,0,GK
4152,4152,5539,9,781,Brazil,481,1,Def
4153,4153,5597,0,795,Costa Rica,482,0,GK
4154,4154,5836,7,795,Costa Rica,482,1,Def
4155,4155,5599,14,795,Costa Rica,482,2,Mid
4156,4156,5602,6,795,Costa Rica,482,1,Def
4157,4157,5582,12,795,Costa Rica,482,2,Mid
4158,4158,5592,20,795,Costa Rica,482,2,Mid
4159,4159,5584,3,795,Costa Rica,482,1,Def
4160,4160,5595,16,795,Costa Rica,482,2,Mid
4161,4161,5598,4,795,Costa Rica,482,1,Def
4162,4162,3295,2,781,Brazil,483,1,Def
4163,4163,5552,5,781,Brazil,483,1,Def
4164,4164,3501,14,781,Brazil,483,2,Mid
4165,4165,5551,4,781,Brazil,483,1,Def
4166,4166,5838,1,781,Brazil,483,1,Def
4167,4167,3472,16,781,Brazil,483,2,Mid
4168,4168,4320,20,781,Brazil,483,2,Mid
4169,4169,3202,22,781,Brazil,483,3,Fw
4170,4170,3501,14,781,Brazil,484,2,Mid
4171,4171,5552,5,781,Brazil,484,1,Def
4172,4172,4320,20,781,Brazil,484,2,Mid
4173,4173,3295,2,781,Brazil,484,1,Def
4174,4174,5547,0,781,Brazil,484,0,GK
4175,4175,5542,12,781,Brazil,484,2,Mid
4176,4176,3202,22,781,Brazil,484,3,Fw
4177,4177,5586,22,795,Costa Rica,485,3,Fw
4178,4178,5592,20,795,Costa Rica,485,2,Mid
4179,4179,5599,14,795,Costa Rica,485,2,Mid
4180,4180,5836,7,795,Costa Rica,485,1,Def
4181,4181,5598,4,795,Costa Rica,485,1,Def
4182,4182,5582,12,795,Costa Rica,485,2,Mid
4183,4183,5602,6,795,Costa Rica,485,1,Def
4184,4184,5584,3,795,Costa Rica,485,1,Def
4185,4185,5590,2,795,Costa Rica,485,1,Def
4186,4186,5597,0,795,Costa Rica,485,0,GK
4187,4187,5552,5,781,Brazil,486,1,Def
4188,4188,5539,9,781,Brazil,486,1,Def
4189,4189,5551,4,781,Brazil,486,1,Def
4190,4190,3295,2,781,Brazil,486,1,Def
4191,4191,5838,1,781,Brazil,486,1,Def
4192,4192,3501,14,781,Brazil,486,2,Mid
4193,4193,4320,20,781,Brazil,486,2,Mid
4194,4194,3202,22,781,Brazil,486,3,Fw
4195,4195,3295,2,781,Brazil,487,1,Def
4196,4196,5551,4,781,Brazil,487,1,Def
